submitted_item	validated_id	current_symbol
FBgn0010041	FBgn0010041	GstD5
FBgn0286075	FBgn0286075	DNAlig3
FBgn0038038	FBgn0038038	Sccpdh2
FBgn0038039	FBgn0038039	CG5196
FBgn0000455	FBgn0000455	Dip-C
FBgn0082831	FBgn0082831	pps
FBgn0038043	FBgn0038043	CG17202
FBgn0004103	FBgn0004103	Pp1-87B
FBgn0038046	FBgn0038046	CG5641
FBgn0086134	FBgn0086134	Prosα2
FBgn0029512	FBgn0029512	Aos1
FBgn0038049	FBgn0038049	Srlp
FBgn0086687	FBgn0086687	Desat1
FBgn0038053	FBgn0038053	CG18549
FBgn0038055	FBgn0038055	trus
FBgn0038056	FBgn0038056	CG5961
FBgn0038057	FBgn0038057	Polr3C
FBgn0038058	FBgn0038058	CG5608
FBgn0013279	FBgn0013279	Hsp70Bc
FBgn0005671	FBgn0005671	Vha55
FBgn0038065	FBgn0038065	Snx3
FBgn0260444	FBgn0260444	Not10
FBgn0038070	FBgn0038070	CG6753
FBgn0038071	FBgn0038071	Dtg
FBgn0038073	FBgn0038073	CG14395
FBgn0038074	FBgn0038074	Gnmt
FBgn0026207	FBgn0026207	mbo
FBgn0001296	FBgn0001296	kar
FBgn0005355	FBgn0005355	Su(fu)
FBgn0011745	FBgn0011745	Arp1
FBgn0038079	FBgn0038079	NijC
FBgn0016693	FBgn0016693	Past1
FBgn0038080	FBgn0038080	CG12279
FBgn0002719	FBgn0002719	Men
FBgn0038088	FBgn0038088	CG10126
FBgn0040493	FBgn0040493	grsm
FBgn0087021	FBgn0087021	Spc25
FBgn0038100	FBgn0038100	Paip2
FBgn0051342	FBgn0051342	CG31342
FBgn0041710	FBgn0041710	yellow-f
FBgn0038106	FBgn0038106	CG7488
FBgn0038108	FBgn0038108	CG7518
FBgn0038110	FBgn0038110	CG8031
FBgn0020496	FBgn0020496	CtBP
FBgn0283438	FBgn0283438	CG46280
FBgn0002354	FBgn0002354	l(3)87Df
FBgn0038115	FBgn0038115	CG7966
FBgn0260962	FBgn0260962	pic
FBgn0038118	FBgn0038118	timeout
FBgn0038126	FBgn0038126	CG8483
FBgn0040551	FBgn0040551	CG11686
FBgn0038128	FBgn0038128	Ravus
FBgn0003598	FBgn0003598	Su(var)3-7
FBgn0038129	FBgn0038129	TBC1D5
FBgn0038130	FBgn0038130	CG8630
FBgn0038131	FBgn0038131	CG15888
FBgn0038132	FBgn0038132	apn
FBgn0038133	FBgn0038133	Osi22
FBgn0038134	FBgn0038134	wntD
FBgn0052473	FBgn0052473	CG32473
FBgn0086371	FBgn0086371	poly
FBgn0027610	FBgn0027610	Dic1
FBgn0044511	FBgn0044511	mRpS21
FBgn0038145	FBgn0038145	Droj2
FBgn0038146	FBgn0038146	CG9799
FBgn0038147	FBgn0038147	CCHa2
FBgn0038149	FBgn0038149	GILT1
FBgn0053977	FBgn0053977	Dpm3
FBgn0038150	FBgn0038150	yellow-e3
FBgn0038151	FBgn0038151	yellow-e2
FBgn0041711	FBgn0041711	yellow-e
FBgn0000046	FBgn0000046	Act87E
FBgn0004049	FBgn0004049	yrt
FBgn0051337	FBgn0051337	CG31337
FBgn0263396	FBgn0263396	sqd
FBgn0015778	FBgn0015778	rin
FBgn0010258	FBgn0010258	Rbp4
FBgn0004237	FBgn0004237	Hrb87F
FBgn0004587	FBgn0004587	B52
FBgn0038165	FBgn0038165	Task6
FBgn0038166	FBgn0038166	CG9588
FBgn0038167	FBgn0038167	Lkb1
FBgn0038168	FBgn0038168	omd
FBgn0024555	FBgn0024555	flfl
FBgn0038170	FBgn0038170	CG14367
FBgn0028487	FBgn0028487	f-cup
FBgn0051469	FBgn0051469	Argp
FBgn0085412	FBgn0085412	kmr
FBgn0038179	FBgn0038179	CG9312
FBgn0038180	FBgn0038180	Cht5
FBgn0038181	FBgn0038181	CG9297
FBgn0038183	FBgn0038183	CG9286
FBgn0000454	FBgn0000454	Dip-B
FBgn0263650	FBgn0263650	lncRNA:CR43641
FBgn0262992	FBgn0262992	lncRNA:CR43300
FBgn0266464	FBgn0266464	Nsf2
FBgn0051495	FBgn0051495	CG31495
FBgn0008646	FBgn0008646	E5
FBgn0000576	FBgn0000576	ems
FBgn0016672	FBgn0016672	Ipp
FBgn0015270	FBgn0015270	Orc2
FBgn0264493	FBgn0264493	rdx
FBgn0263414	FBgn0263414	asRNA:CR43460
FBgn0038194	FBgn0038194	Cyp6d5
FBgn0038195	FBgn0038195	CG3061
FBgn0038196	FBgn0038196	CG9922
FBgn0038197	FBgn0038197	foxo
FBgn0038198	FBgn0038198	Npc2b
FBgn0020510	FBgn0020510	Abi
FBgn0038206	FBgn0038206	twf
FBgn0010340	FBgn0010340	140up
FBgn0262955	FBgn0262955	Polr2B
FBgn0038207	FBgn0038207	CG14356
FBgn0260226	FBgn0260226	CG42500
FBgn0003862	FBgn0003862	trx
FBgn0285913	FBgn0285913	red
FBgn0038221	FBgn0038221	IFT54
FBgn0003567	FBgn0003567	su(Hw)
FBgn0004855	FBgn0004855	Polr2I
FBgn0011474	FBgn0011474	Set8
FBgn0038223	FBgn0038223	Afti
FBgn0038224	FBgn0038224	ATPsynE
FBgn0024321	FBgn0024321	NK7.1
FBgn0051320	FBgn0288976	Dnaaf5
FBgn0285955	FBgn0285955	cv-c
FBgn0262327	FBgn0262327	mir-2281
FBgn0085417	FBgn0085417	natalisin
FBgn0265065	FBgn0265065	asRNA:CR44176
FBgn0038233	FBgn0038233	HtrA2
FBgn0038234	FBgn0038234	mRpL11
FBgn0038235	FBgn0038235	CG8461
FBgn0051313	FBgn0051313	CG31313
FBgn0038243	FBgn0038243	CG8066
FBgn0004629	FBgn0004629	Cys
FBgn0038244	FBgn0038244	CG7987
FBgn0020299	FBgn0020299	stumps
FBgn0003169	FBgn0003169	put
FBgn0013981	FBgn0013981	His4r
FBgn0038247	FBgn0038247	Cad88C
FBgn0086686	FBgn0086686	l(3)L1231
FBgn0038250	FBgn0038250	CG3505
FBgn0038251	FBgn0038251	Hexim
FBgn0025808	FBgn0025808	Rad17
FBgn0265140	FBgn0265140	Meltrin
FBgn0262127	FBgn0262127	kibra
FBgn0038256	FBgn0038256	CG7530
FBgn0011217	FBgn0011217	eff
FBgn0263929	FBgn0263929	jvl
FBgn0266756	FBgn0266756	btsz
FBgn0038268	FBgn0038268	CG3631
FBgn0038269	FBgn0038269	Rrp6
FBgn0067629	FBgn0067629	CG33332
FBgn0067628	FBgn0067628	CG33331
FBgn0004597	FBgn0004597	CycC
FBgn0038271	FBgn0038271	UQCR-C1
FBgn0038272	FBgn0038272	Dph2
FBgn0038273	FBgn0038273	CG14860
FBgn0038274	FBgn0038274	Nup93-2
FBgn0038275	FBgn0038275	CG3817
FBgn0028662	FBgn0028662	VhaPPA1-1
FBgn0038279	FBgn0038279	Sdr
FBgn0038286	FBgn0038286	CG6966
FBgn0261859	FBgn0261859	CG42788
FBgn0262315	FBgn0262315	mir-2493
FBgn0038290	FBgn0038290	CG6912
FBgn0267160	FBgn0267160	asRNA:CR45600
FBgn0266064	FBgn0266064	GlyS
FBgn0038296	FBgn0038296	Kpc1
FBgn0260659	FBgn0260659	CG42542
FBgn0028984	FBgn0028984	Spn88Ea
FBgn0038300	FBgn0038300	Mau2
FBgn0038301	FBgn0038301	CG6654
FBgn0038302	FBgn0038302	CG4210
FBgn0038303	FBgn0038303	SIDL
FBgn0038304	FBgn0038304	CG12241
FBgn0051155	FBgn0051155	Polr2G
FBgn0051344	FBgn0051344	CG31344
FBgn0263979	FBgn0263979	Caf1-55
FBgn0038306	FBgn0038306	Art3
FBgn0038307	FBgn0038307	mRpS10
FBgn0045035	FBgn0045035	tefu
FBgn0266599	FBgn0266599	Hsc70-4
FBgn0263740	FBgn0263740	eIF2γ
FBgn0263755	FBgn0263755	Su(var)3-9
FBgn0014879	FBgn0014879	Set
FBgn0016691	FBgn0016691	ATPsynO
FBgn0038312	FBgn0038312	Zip88E
FBgn0000283	FBgn0000283	Cp190
FBgn0038313	FBgn0038313	CG4338
FBgn0027378	FBgn0027378	MRG15
FBgn0011476	FBgn0011476	l(3)neo43
FBgn0003721	FBgn0003721	Tm1
FBgn0266745	FBgn0266745	CG45218
FBgn0004117	FBgn0004117	Tm2
FBgn0038315	FBgn0038315	CG14866
FBgn0038316	FBgn0038316	CG6276
FBgn0026441	FBgn0026441	ear
FBgn0038318	FBgn0038318	CG6236
FBgn0000533	FBgn0000533	ea
FBgn0038319	FBgn0038319	mRpL9
FBgn0013269	FBgn0013269	Fkbp39
FBgn0038320	FBgn0038320	Cyfip
FBgn0038321	FBgn0038321	Nagk
FBgn0021750	FBgn0021750	SerRS-m
FBgn0019925	FBgn0019925	Surf4
FBgn0051301	FBgn0051301	CG31301
FBgn0266722	FBgn0266722	Trs33
FBgn0038324	FBgn0038324	CG5038
FBgn0038325	FBgn0038325	Atg4b
FBgn0038326	FBgn0038326	Hibch
FBgn0026634	FBgn0026634	Cog2
FBgn0038327	FBgn0038327	Trax
FBgn0026737	FBgn0026737	CG6171
FBgn0085433	FBgn0085433	CG34404
FBgn0038332	FBgn0038332	CG6136
FBgn0038331	FBgn0038331	Ccm3
FBgn0041188	FBgn0041188	Atx2
FBgn0038339	FBgn0038339	CG6118
FBgn0000047	FBgn0000047	Act88F
FBgn0286071	FBgn0286071	AdamTS-A
FBgn0038344	FBgn0038344	obe
FBgn0264775	FBgn0264775	CG44013
FBgn0038348	FBgn0038348	AOX2
FBgn0038349	FBgn0038349	AOX3
FBgn0053207	FBgn0053207	pxb
FBgn0038353	FBgn0038353	CG5399
FBgn0038360	FBgn0038360	CG9590
FBgn0000246	FBgn0000246	c(3)G
FBgn0038363	FBgn0038363	Acyp2
FBgn0262527	FBgn0262527	nsl1
FBgn0038365	FBgn0038365	CG9593
FBgn0026616	FBgn0026616	α-Man-IIb
FBgn0003227	FBgn0003227	rec
FBgn0038366	FBgn0038366	CG4576
FBgn0038369	FBgn0038369	Arpc3A
FBgn0017567	FBgn0017567	ND-23
FBgn0038371	FBgn0038371	Pbp45
FBgn0265048	FBgn0265048	cv-d
FBgn0038376	FBgn0038376	Hmt-1
FBgn0027657	FBgn0027657	glob1
FBgn0038381	FBgn0038381	EndoU
FBgn0266566	FBgn0266566	CG45105
FBgn0038385	FBgn0038385	Fbxl7
FBgn0267692	FBgn0267692	lncRNA:CR46028
FBgn0038387	FBgn0038387	blp
FBgn0013334	FBgn0013334	Sap47
FBgn0038388	FBgn0038388	CG4287
FBgn0038389	FBgn0038389	CG5516
FBgn0052856	FBgn0052856	CG32856
FBgn0038390	FBgn0038390	Rbf2
FBgn0002783	FBgn0002783	mor
FBgn0022787	FBgn0022787	Hel89B
FBgn0003117	FBgn0003117	pnr
FBgn0038394	FBgn0038394	Jhbp4
FBgn0038395	FBgn0038395	Jhbp5
FBgn0024222	FBgn0024222	IKKβ
FBgn0038396	FBgn0038396	CG5013
FBgn0027948	FBgn0027948	msps
FBgn0026059	FBgn0026059	Mhcl
FBgn0052855	FBgn0052855	CG32855
FBgn0010379	FBgn0010379	Akt
FBgn0003319	FBgn0003319	Sb
FBgn0038400	FBgn0038400	Mic26-27
FBgn0038401	FBgn0038401	CG5916
FBgn0038405	FBgn0038405	CG8927
FBgn0024491	FBgn0024491	Bin1
FBgn0086370	FBgn0086370	sra
FBgn0038407	FBgn0038407	CG6126
FBgn0010438	FBgn0010438	mtSSB
FBgn0267199	FBgn0267199	lncRNA:CR45639
FBgn0267200	FBgn0267200	lncRNA:CR45640
FBgn0267203	FBgn0267203	lncRNA:CR45643
FBgn0040071	FBgn0040071	tara
FBgn0040237	FBgn0287225	bor
FBgn0020407	FBgn0020407	asun
FBgn0261286	FBgn0261286	Mat89Ba
FBgn0250823	FBgn0250823	gish
FBgn0038412	FBgn0038412	Zip89B
FBgn0040271	FBgn0040271	Sulf1
FBgn0283477	FBgn0283477	SF2
FBgn0038418	FBgn0038418	pad
FBgn0027095	FBgn0027095	Manf
FBgn0038420	FBgn0038420	CG10311
FBgn0038421	FBgn0038421	CG17931
FBgn0038422	FBgn0038422	js
FBgn0003513	FBgn0003513	ss
FBgn0038424	FBgn0038424	Fntb
FBgn0038425	FBgn0038425	CG14881
FBgn0038426	FBgn0038426	mRpS33
FBgn0038427	FBgn0038427	ema
FBgn0038428	FBgn0038428	CG14894
FBgn0038429	FBgn0038429	CG14882
FBgn0044826	FBgn0044826	Pak3
FBgn0038432	FBgn0038432	CG14883
FBgn0250754	FBgn0250754	CG42232
FBgn0027053	FBgn0027053	CSN5
FBgn0004087	FBgn0004087	Dhfr
FBgn0038437	FBgn0038437	Sdhaf3
FBgn0038438	FBgn0038438	Der-2
FBgn0038439	FBgn0038439	Cad89D
FBgn0259244	FBgn0259244	CG42342
FBgn0038446	FBgn0038446	CG14903
FBgn0038447	FBgn0038447	CG14892
FBgn0022344	FBgn0022344	CG10340
FBgn0285925	FBgn0285925	Fas1
FBgn0015520	FBgn0015520	nonA-l
FBgn0038453	FBgn0038453	Arl6IP1
FBgn0038454	FBgn0038454	CG10324
FBgn0015019	FBgn0015019	CCT3
FBgn0015351	FBgn0015351	Mettl4
FBgn0038455	FBgn0038455	CG14907
FBgn0051217	FBgn0051217	modSP
FBgn0003944	FBgn0003944	Ubx
FBgn0015011	FBgn0015011	AhcyL2
FBgn0038460	FBgn0038460	CG18622
FBgn0038461	FBgn0038461	EMC2B
FBgn0038462	FBgn0038462	EMC2A
FBgn0038463	FBgn0038463	CG3534
FBgn0266917	FBgn0266917	Sf3a1
FBgn0038465	FBgn0038465	Irc
FBgn0004577	FBgn0004577	Pxd
FBgn0038467	FBgn0038467	AdSL
FBgn0038468	FBgn0038468	CG5225
FBgn0038470	FBgn0038470	CG18213
FBgn0038471	FBgn0038471	Trm7-32
FBgn0038472	FBgn0038472	CG3995
FBgn0266053	FBgn0266053	Patr-1
FBgn0020493	FBgn0020493	Dad
FBgn0038473	FBgn0038473	Ns1
FBgn0038474	FBgn0038474	mRpS11
FBgn0038475	FBgn0038475	Keap1
FBgn0038476	FBgn0038476	kuk
FBgn0266465	FBgn0266465	GckIII
FBgn0038478	FBgn0038478	cal1
FBgn0014141	FBgn0014141	cher
FBgn0038488	FBgn0038488	m-cup
FBgn0264291	FBgn0264291	Det
FBgn0038490	FBgn0038490	Smug
FBgn0038491	FBgn0038491	CG5292
FBgn0038492	FBgn0038492	Mur89F
FBgn0038494	FBgn0038494	beat-IIb
FBgn0038499	FBgn0038499	Brf
FBgn0262871	FBgn0262871	lute
FBgn0028992	FBgn0028992	sds22
FBgn0025456	FBgn0025456	CREG
FBgn0038504	FBgn0038504	Sur-8
FBgn0038511	FBgn0038511	cysu
FBgn0264899	FBgn0264899	CG44090
FBgn0038515	FBgn0038515	CG5823
FBgn0010926	FBgn0010926	l(3)07882
FBgn0025571	FBgn0025571	SF1
FBgn0038519	FBgn0038519	Prx3
FBgn0038524	FBgn0038524	sll
FBgn0004554	FBgn0004554	Edg91
FBgn0038526	FBgn0038526	CG14327
FBgn0051568	FBgn0051568	tRNA:Ala-AGC-2-6
FBgn0038532	FBgn0038532	CG14322
FBgn0038533	FBgn0038533	CG7523
FBgn0000063	FBgn0000063	Mps1
FBgn0038535	FBgn0038535	alt
FBgn0038536	FBgn0038536	CG7655
FBgn0051251	FBgn0051251	CG31251
FBgn0051360	FBgn0051360	CG31360
FBgn0051249	FBgn0051249	CG31249
FBgn0261885	FBgn0261885	osa
FBgn0262562	FBgn0262562	CG43102
FBgn0038545	FBgn0038545	pasi1
FBgn0038546	FBgn0038546	CG7379
FBgn0038547	FBgn0038547	CG17803
FBgn0038548	FBgn0038548	CG17806
FBgn0038549	FBgn0038549	Nnk
FBgn0038551	FBgn0038551	Odj
FBgn0038552	FBgn0038552	Alg1
FBgn0261649	FBgn0261649	tinc
FBgn0263995	FBgn0263995	cpo
FBgn0038564	FBgn0038564	CG7785
FBgn0010389	FBgn0010389	htl
FBgn0038569	FBgn0038569	CG7218
FBgn0022943	FBgn0022943	Cbp20
FBgn0042693	FBgn0042693	wrd
FBgn0261532	FBgn0261532	cdm
FBgn0038576	FBgn0038576	Arp5
FBgn0038577	FBgn0038577	CG12321
FBgn0038578	FBgn0038578	MED17
FBgn0011481	FBgn0011481	Ssdp
FBgn0028499	FBgn0028499	CG7985
FBgn0038581	FBgn0038581	CG14314
FBgn0038583	FBgn0038583	CG7183
FBgn0038582	FBgn0038582	CG7988
FBgn0038584	FBgn0038584	mTerf5
FBgn0038585	FBgn0038585	Non3
FBgn0038586	FBgn0038586	CG7168
FBgn0262559	FBgn0262559	Mdh2
FBgn0038588	FBgn0038588	CG7156
FBgn0020238	FBgn0020238	14-3-3ε
FBgn0038590	FBgn0038590	CG12320
FBgn0263738	FBgn0263738	Ada2a
FBgn0038593	FBgn0038593	Vps39
FBgn0026250	FBgn0026250	eIF1A
FBgn0038597	FBgn0038597	CG8064
FBgn0038598	FBgn0038598	CG7131
FBgn0010877	FBgn0010877	l(3)05822
FBgn0024432	FBgn0024432	Dlc90F
FBgn0038601	FBgn0038601	Polr1E
FBgn0038602	FBgn0038602	CG7126
FBgn0038603	FBgn0038603	PKD
FBgn0038608	FBgn0038608	WRNexo
FBgn0038609	FBgn0038609	Nup43
FBgn0038610	FBgn0038610	CG7675
FBgn0028670	FBgn0028670	Vha100-2
FBgn0264751	FBgn0264751	Vti1b
FBgn0038617	FBgn0038617	Wdr37
FBgn0264816	FBgn0264816	koko
FBgn0038619	FBgn0038619	CG7685
FBgn0051122	FBgn0051122	CG31122
FBgn0004652	FBgn0004652	fru
FBgn0038627	FBgn0038627	CG7694
FBgn0023083	FBgn0023083	fray
FBgn0038629	FBgn0038629	CG14304
FBgn0038631	FBgn0038631	CG7695
FBgn0038632	FBgn0038632	CG14301
FBgn0051224	FBgn0051224	CG31224
FBgn0027841	FBgn0027841	CstF64
FBgn0261065	FBgn0261065	Cpsf73
FBgn0044871	FBgn0044871	Gos28
FBgn0051229	FBgn0051229	CG31229
FBgn0038638	FBgn0038638	CG7702
FBgn0286828	FBgn0286828	dind
FBgn0038640	FBgn0038640	CG7706
FBgn0024329	FBgn0024329	Mekk1
FBgn0038649	FBgn0038649	PGS1
FBgn0260399	FBgn0260399	gwl
FBgn0038651	FBgn0038651	Epg5
FBgn0038652	FBgn0038652	CG7720
FBgn0038659	FBgn0038659	EndoA
FBgn0038660	FBgn0038660	Sgsh
FBgn0261113	FBgn0261113	Xrp1
FBgn0038662	FBgn0038662	Mpc1
FBgn0038666	FBgn0038666	Smu1
FBgn0022338	FBgn0022338	dnk
FBgn0261792	FBgn0261792	snRNP-U1-C
FBgn0026239	FBgn0026239	gukh
FBgn0038672	FBgn0038672	CG6005
FBgn0038673	FBgn0038673	CG14286
FBgn0038674	FBgn0038674	CG14285
FBgn0260779	FBgn0260779	GatA
FBgn0027785	FBgn0027785	NP15.6
FBgn0015781	FBgn0015781	P5cr
FBgn0027784	FBgn0027784	Prp18
FBgn0038675	FBgn0038675	CG6013
FBgn0038676	FBgn0038676	CG6026
FBgn0004876	FBgn0004876	cdi
FBgn0038678	FBgn0038678	mRpL55
FBgn0016120	FBgn0016120	ATPsynD
FBgn0038679	FBgn0038679	CG6040
FBgn0038681	FBgn0038681	Cyp12a4
FBgn0261285	FBgn0261285	Ppcs
FBgn0038682	FBgn0038682	CG5835
FBgn0038683	FBgn0038683	CG11779
FBgn0259704	FBgn0259704	Nsun5
FBgn0259705	FBgn0259705	CG42359
FBgn0010768	FBgn0010768	sqz
FBgn0038686	FBgn0038686	CG5555
FBgn0051475	FBgn0051475	myd
FBgn0267975	FBgn0267975	vib
FBgn0038692	FBgn0038692	Polr2M
FBgn0038695	FBgn0038695	CG14280
FBgn0000463	FBgn0000463	Delta
FBgn0086613	FBgn0086613	Ino80
FBgn0038704	FBgn0038704	CG5316
FBgn0051221	FBgn0051221	CG31221
FBgn0260003	FBgn0260003	Dys
FBgn0038714	FBgn0038714	Cpr92A
FBgn0038720	FBgn0038720	CG6231
FBgn0038721	FBgn0038721	subdued
FBgn0283536	FBgn0283536	Vha13
FBgn0038722	FBgn0038722	Nup58
FBgn0038723	FBgn0038723	CG6195
FBgn0038727	FBgn0038727	CG7432
FBgn0014135	FBgn0014135	bnl
FBgn0038735	FBgn0038735	MICU3
FBgn0261984	FBgn0261984	Ire1
FBgn0038737	FBgn0038737	Mrm2
FBgn0038738	FBgn0038738	CG4572
FBgn0038739	FBgn0038739	CG4686
FBgn0038740	FBgn0038740	Mrp5
FBgn0038741	FBgn0038741	CG17186
FBgn0038742	FBgn0038742	Arc42
FBgn0014006	FBgn0014006	Ask1
FBgn0038745	FBgn0038745	ClpX
FBgn0038746	FBgn0038746	Surf6
FBgn0038747	FBgn0038747	RhoGAP92B
FBgn0038751	FBgn0038751	CG4770
FBgn0262971	FBgn0262971	lncRNA:CR43282
FBgn0267707	FBgn0267707	lncRNA:CR46040
FBgn0038752	FBgn0038752	CG4462
FBgn0038755	FBgn0038755	Hs6st
FBgn0038760	FBgn0038760	MED25
FBgn0038763	FBgn0038763	PIG-L
FBgn0243511	FBgn0243511	psidin
FBgn0038765	FBgn0038765	CG4424
FBgn0038766	FBgn0038766	CG4854
FBgn0038767	FBgn0038767	trem
FBgn0038768	FBgn0038768	CG4936
FBgn0038769	FBgn0038769	Regnase-1
FBgn0038771	FBgn0038771	CG4390
FBgn0038772	FBgn0038772	mdlc
FBgn0262582	FBgn0262582	cic
FBgn0261550	FBgn0261550	Orp8
FBgn0038787	FBgn0038787	CG4360
FBgn0038788	FBgn0038788	Sirt2
FBgn0038790	FBgn0038790	MtnC
FBgn0002869	FBgn0002869	MtnB
FBgn0038799	FBgn0038799	MFS9
FBgn0262146	FBgn0262146	MtnE
FBgn0053192	FBgn0053192	MtnD
FBgn0016917	FBgn0016917	Stat92E
FBgn0067783	FBgn0067783	DPCoAC
FBgn0043457	FBgn0043457	CG5180
FBgn0040575	FBgn0040575	CG15922
FBgn0038803	FBgn0038803	CG5191
FBgn0038804	FBgn0038804	CG10877
FBgn0083039	FBgn0083039	snoRNA:Ψ18S-301
FBgn0038805	FBgn0038805	TFAM
FBgn0038806	FBgn0038806	CG5412
FBgn0023212	FBgn0023212	EloB
FBgn0038808	FBgn0038808	Srp14
FBgn0054008	FBgn0054008	CG34008
FBgn0038809	FBgn0038809	CG16953
FBgn0014029	FBgn0014029	Septin2
FBgn0038810	FBgn0038810	Srp72
FBgn0038811	FBgn0038811	Pus1
FBgn0023097	FBgn0023097	bon
FBgn0038815	FBgn0038815	CG5466
FBgn0001169	FBgn0001169	H
FBgn0015279	FBgn0015279	Pi3K92E
FBgn0038816	FBgn0038816	Lrrk
FBgn0038819	FBgn0038819	Cpr92F
FBgn0261857	FBgn0261857	CR42786
FBgn0004107	FBgn0004107	Cdk2
FBgn0259222	FBgn0259222	CG42322
FBgn0038826	FBgn0038826	Syp
FBgn0051195	FBgn0051195	CG31195
FBgn0038827	FBgn0038827	Fancd2
FBgn0038828	FBgn0038828	CG17270
FBgn0038829	FBgn0038829	CG17271
FBgn0019936	FBgn0019936	RpS20
FBgn0083055	FBgn0083055	snoRNA:Ψ18S-1295
FBgn0082986	FBgn0082986	snoRNA:Ψ28S-2562
FBgn0038830	FBgn0038830	CG17272
FBgn0027493	FBgn0027493	AdSS
FBgn0051223	FBgn0051223	CG31223
FBgn0053094	FBgn0053094	Synd
FBgn0038834	FBgn0038834	RpS30
FBgn0028396	FBgn0028396	TotA
FBgn0038842	FBgn0038842	hdly
FBgn0002921	FBgn0002921	Atpα
FBgn0026056	FBgn0026056	Rlip
FBgn0046763	FBgn0046763	peg
FBgn0011672	FBgn0011672	Mvl
FBgn0025865	FBgn0025865	Cortactin
FBgn0000083	FBgn0000083	AnxB9
FBgn0003257	FBgn0003257	r-l
FBgn0038853	FBgn0038853	RhoGAP93B
FBgn0038854	FBgn0038854	CG7044
FBgn0038855	FBgn0038855	Tbc1d22
FBgn0266674	FBgn0266674	Sec15
FBgn0028468	FBgn0028468	rtet
FBgn0015790	FBgn0015790	Rab11
FBgn0010770	FBgn0010770	ppan
FBgn0038857	FBgn0038857	Bdbt
FBgn0283468	FBgn0283468	slmb
FBgn0038858	FBgn0038858	CG5793
FBgn0038860	FBgn0038860	Ice2
FBgn0038861	FBgn0038861	Trm7-34
FBgn0038862	FBgn0038862	Usp8
FBgn0250820	FBgn0250820	meigo
FBgn0264357	FBgn0264357	SNF4Aγ
FBgn0038868	FBgn0038868	CG5862
FBgn0264706	FBgn0264706	CR43975
FBgn0038869	FBgn0038869	Smyd5
FBgn0038870	FBgn0038870	Oga
FBgn0038871	FBgn0038871	CG3337
FBgn0038872	FBgn0038872	Nelf-A
FBgn0000527	FBgn0000527	e
FBgn0285937	FBgn0285937	Rab1
FBgn0043012	FBgn0043012	AP-2σ
FBgn0038876	FBgn0038876	Idi
FBgn0038877	FBgn0038877	CG3308
FBgn0038879	FBgn0038879	CG17298
FBgn0001234	FBgn0001234	lncRNA:Hsrω
FBgn0038881	FBgn0038881	aus
FBgn0002781	FBgn0002781	mod(mdg4)
FBgn0038889	FBgn0038889	Fancm
FBgn0004863	FBgn0004863	C15
FBgn0038890	FBgn0038890	sp3
FBgn0283499	FBgn0283499	InR
FBgn0011766	FBgn0011766	E2f1
FBgn0262405	FBgn0262405	mir-998
FBgn0267723	FBgn0267723	lncRNA:CR46056
FBgn0038893	FBgn0289108	Archease
FBgn0038894	FBgn0038894	Jhbp16
FBgn0259113	FBgn0259113	PolA1
FBgn0051176	FBgn0051176	CG31176
FBgn0264905	FBgn0264905	lncRNA:CR44096
FBgn0038903	FBgn0038903	Polr1H
FBgn0003867	FBgn0003867	tsl
FBgn0013759	FBgn0013759	CASK
FBgn0015229	FBgn0015229	glec
FBgn0260940	FBgn0260940	lsn
FBgn0038912	FBgn0038912	CG6656
FBgn0038916	FBgn0038916	dnd
FBgn0038919	FBgn0038919	Qsox2
FBgn0264490	FBgn0264490	Eip93F
FBgn0038921	FBgn0038921	Theg
FBgn0038922	FBgn0038922	Idh3b
FBgn0019960	FBgn0019960	Mitofilin
FBgn0038923	FBgn0038923	mRpL35
FBgn0038924	FBgn0038924	CG6028
FBgn0038925	FBgn0038925	Cchl
FBgn0019957	FBgn0019957	ND-42
FBgn0266581	FBgn0266581	pit
FBgn0038928	FBgn0038928	Fadd
FBgn0264491	FBgn0264491	how
FBgn0038930	FBgn0038930	BomT3
FBgn0259736	FBgn0259736	CG42390
FBgn0051163	FBgn0051163	SKIP
FBgn0266751	FBgn0266751	lncRNA:CR45224
FBgn0038934	FBgn0038934	Gld2
FBgn0038941	FBgn0038941	CG7080
FBgn0038943	FBgn0038943	CG5391
FBgn0038946	FBgn0038946	rdhB
FBgn0038947	FBgn0038947	Sar1
FBgn0038948	FBgn0038948	JMJD6
FBgn0038950	FBgn0038950	CG5382
FBgn0038951	FBgn0038951	Polr3F
FBgn0267385	FBgn0267385	PyK
FBgn0038953	FBgn0038953	CG18596
FBgn0083985	FBgn0083985	CG34149
FBgn0263048	FBgn0263048	Gpdh3
FBgn0038958	FBgn0038958	CG13857
FBgn0038959	FBgn0038959	CG13856
FBgn0038961	FBgn0038961	CG13850
FBgn0261279	FBgn0261279	lqfR
FBgn0038964	FBgn0038964	Nop56
FBgn0038965	FBgn0038965	mats
FBgn0038966	FBgn0038966	pinta
FBgn0038967	FBgn0038967	CG13847
FBgn0038968	FBgn0038968	CG12499
FBgn0085405	FBgn0085405	CG34376
FBgn0028688	FBgn0028688	Rpn7
FBgn0263351	FBgn0263351	AP-2μ
FBgn0038972	FBgn0038972	CG7054
FBgn0038974	FBgn0038974	CG5377
FBgn0038976	FBgn0038976	Pfdn5
FBgn0038977	FBgn0038977	CG5376
